state,ccn,facility_name,street_address,city,zip_code,fips_county,provider_subtype,reporting_source,dates_with_missing_data,certified_bed_count,component_hospitals,week_ending,days_at_100%,percentage_of_required_fields_reported,hospital_required_to_report_wed_only,total_beds,all_adult_hospital_beds,inpatient_beds,all_adult_hospital_inpatient_beds,inpatient_beds_used,all_adult_hospital_inpatient_bed_occupied,total_icu_beds,total_staffed_adult_icu_beds,icu_beds_used,staffed_adult_icu_bed_occupancy,total_ventilators,ventilators_used,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_ventilators_used_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_covid,hospital_onset_covid,overflow_covid,overflow_ventilators_used_covid,deaths_covid,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_all,previous_day_admission_adult_covid_confirmed_all,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_suspected,previous_day_total_ed_visits,previous_day_covid_ed_visits,total_patients_hospitalized_confirmed_influenza,previous_day_admission_influenza_confirmed,icu_patients_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,previous_day_deaths_influenza,previous_day_deaths_covid_and_influenza,previous_day_remdesivir_used,on_hand_supply_remdesivir_vials,critical_staffing_shortage_today,critical_staffing_shortage_anticipated_within_week,ppe_supply_management_source,on_hand_ventilator_supplies_in_days,n95_respirators_days_available,on_hand_supply_of_surgical_masks_in_days,on_hand_supply_of_eye_protection_in_days,on_hand_supply_of_single_use_surgical_gowns_in_days,on_hand_supply_of_gloves_in_days,able_to_obtain_ventilator_supplies,able_to_obtain_ventilator_medications,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protection,able_to_obtain_single_use_gowns,able_to_obtain_gloves,able_to_maintain_ventilator_supplies,able_to_maintain_ventilator_medications,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical_masks,able_to_maintain_eye_protection,able_to_maintain_single_use_gowns,able_to_maintain_gloves,able_to_maintain_lab_nasal_pharyngeal_swabs,able_to_maintain_lab_nasal_swabs,able_to_maintain_lab_viral_transport_media,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,on_hand_supply_therapeutic_b_bamlanivimab_courses,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_personnel_covid_vaccinated_doses_administered,total_personnel_covid_vaccinated_doses_none,total_personnel_covid_vaccinated_doses_one,total_personnel_covid_vaccinated_doses_all,total_personnel,previous_week_patients_covid_vaccinated_doses_one,previous_week_patients_covid_vaccinated_doses_all,Georeference
LA,190308,ST BERNARD PARISH HOSPITAL,8000 WEST JUDGE PEREZ DRIVE,CHALMETTE,70043.0,87,Short Term,state/tt,[],40,1,04/07/2022 12:00:00 AM,7,1,false,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-89.987878 29.956823)
NE,281316,WEBSTER COUNTY COMMUNITY HOSPITAL,"P O BOX 465, 621 N FRANKLIN ST",RED CLOUD,68970.0,181,Critical Access Hospitals,tt,[],16,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,
TX,452022,SELECT SPECIALTY HOSPITAL-DALLAS,2329 PARKER ROAD,CARROLLTON,75010.0,121,Long Term,tt,[],60,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,POINT (-96.89252 33.07394)
PA,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,19104.0,101,Short Term,tt,[],599,2,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,
LA,191314,MADISON PARISH HOSPITAL,900 JOHNSON STREET,TALLULAH,71282.0,65,Critical Access Hospitals,state,[],16,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-91.185418 32.403568)
WA,504013,RAINIER SPRINGS,2805 NE 129TH ST,VANCOUVER,98686.0,11,Psychiatric,tt,[],59,1,04/07/2022 12:00:00 AM,7,1,true,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-122.641912 45.71468)
NY,330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,12180.0,83,Short Term,tt,[],238,1,04/07/2022 12:00:00 AM,7,1,false,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-73.671434 42.733395)
MA,223027,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,250 POND STREET,BRAINTREE,2184.0,21,Rehabilitation,tt,[],187,1,04/07/2022 12:00:00 AM,7,1,true,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,POINT (-71.019219 42.198686)
PR,400019,HOSPITAL PAVIA SANTURCE,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,910.0,127,Short Term,tt,[],197,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,
CA,051312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352.0,71,Critical Access Hospitals,tt,[],17,1,04/07/2022 12:00:00 AM,7,1,false,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,0.0,0.0,3.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-117.168002 34.266502)
IN,150017,LUTHERAN HOSPITAL OF INDIANA,7910 W JEFFERSON BLVD,FORT WAYNE,46804.0,3,Short Term,tt,[],396,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-85.246125 41.037211)
TN,440068,STARR REGIONAL MEDICAL CENTER ATHENS,1114 W MADISON AVE,ATHENS,37371.0,107,Short Term,tt,[],190,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-84.608109 35.440447)
OH,360071,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,45891.0,161,Short Term,tt,[],120,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-84.581367 40.850774)
OK,370034,MCALESTER REGIONAL HEALTH CENTER,1 CLARK BASS BOULEVARD,MCALESTER,74501.0,121,Short Term,tt,[],182,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,true,false,true,true,true,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-95.750702 34.934272)
NE,282003,MADONNA REHABILITATION SPECIALTY HOSPITAL OMAHA,17500 BURKE STREET,OMAHA,68118.0,55,Long Term,tt,[],32,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-96.188952 41.259304)
TX,450395,CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,1717 HWY 59 BYPASS,LIVINGSTON,77351.0,373,Short Term,tt,[],66,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-95.085743 30.35777)
ND,351332,HEART OF AMERICA MEDICAL CENTER,800 S MAIN AVE,RUGBY,58368.0,69,Critical Access Hospitals,state,[],25,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-99.996111 48.363529)
PA,390304,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVE,PHILADELPHIA,19128.0,101,Short Term,tt,[],107,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-75.210331 40.028606)
ME,200052,NORTHERN MAINE MEDICAL CENTER,194 E MAIN STREET,FORT KENT,4743.0,3,Short Term,tt,[],49,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-68.591185 47.265097)
MS,250061,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,WATER VALLEY,38965.0,161,Short Term,tt,[],32,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-89.641013 34.1307)
KS,171312,COMANCHE COUNTY HOSPITAL,202 S FRISCO STREET,COLDWATER,67029.0,33,Critical Access Hospitals,tt,[],12,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-99.332067 37.268672)
WY,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,82001.0,21,Short Term,tt,[],206,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,Yes,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-104.816525 41.139981)
NC,340184,HAYWOOD REGIONAL MEDICAL CENTER,262 LEROY GEORGE DRIVE,CLYDE,28721.0,87,Short Term,tt,[],178,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-82.943828 35.525802)
IL,140015,BLESSING HOSPITAL,1005 BROADWAY ST,QUINCY,62301.0,1,Short Term,tt,[],312,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-91.399886 39.935649)
KY,180092,CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,40391.0,49,Short Term,state,[],75,1,04/07/2022 12:00:00 AM,7,1,false,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,0.0,0.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-84.21459 38.010511)
VA,493032,ENCOMPASS HEALTH REHAB HOSPITAL OF FREDERICKSBURG,300 PARK HILL DRIVE,FREDERICKSBURG,22401.0,630,Rehabilitation,tt,[],58,1,04/07/2022 12:00:00 AM,7,1,true,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,POINT (-77.486525 38.313175)
OH,361301,COMMUNITY MEMORIAL HOSPITAL,208 N COLUMBUS ST,HICKSVILLE,43526.0,39,Critical Access Hospitals,tt,[],25,1,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-84.756221 41.300533)
AR,044005,"BRIDGEWAY INC, THE",21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,72113.0,119,Psychiatric,tt,[],127,1,04/07/2022 12:00:00 AM,7,1,true,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,
NY,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,10019.0,61,Short Term,tt,[],1028,2,04/07/2022 12:00:00 AM,7,1,false,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,POINT (-73.987846 40.770129)
TX,450489,MEDICAL ARTS HOSPITAL,2200 N BRYAN AVE,LAMESA,79331.0,115,Short Term,tt,[],21,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-101.966345 32.749876)
KY,180103,BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,40503.0,67,Short Term,state,[],371,1,04/07/2022 12:00:00 AM,7,1,false,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,0.0,0.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,POINT (-84.513937 38.018877)
PR,403027,MULTY MEDICAL FACILITIES CORPORATION,MUNOZ RIVERA AVENUE 402,SAN JUAN,918.0,127,Rehabilitation,tt,[],31,1,04/07/2022 12:00:00 AM,7,1,true,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,
MO,263028,"THE REHABILITATION INSTITUTE OF ST. LOUIS, AN AFFI",4455 DUNCAN AVE,SAINT LOUIS,63110.0,510,Rehabilitation,tt,[],131,1,04/07/2022 12:00:00 AM,7,1,true,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,POINT (-90.258102 38.636686)
TX,451303,LIMESTONE MEDICAL CENTER,701 MCCLINTIC DRIVE,GROESBECK,76642.0,293,Critical Access Hospitals,tt,[],20,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,No,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,POINT (-96.529565 31.531999)
NY,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,10549.0,119,Short Term,tt,[],259,1,04/07/2022 12:00:00 AM,7,1,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Yes,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,POINT (-73.724453 41.196659)
